id,state,state_abb,state_id,county,county_id,operator,ref,name,sqft,lon,lat,type
00410408074,Washington,WA,53,Grant County,025,Microsoft,,Microsoft,147922.0,-119.88308360926234,47.238574845290714,building
00410408079,Washington,WA,53,Grant County,025,,,,46835.0,-119.85940592515068,47.23948769629937,building
00414055237,Wyoming,WY,56,Laramie County,021,Microsoft,CYS,Microsoft CYS Datacenter,8353216.0,-104.90530165717429,41.12341444962218,campus
00414055239,Wyoming,WY,56,Laramie County,021,,,,140780.0,-104.90187602195962,41.1262309898459,building
00417682780,Washington,WA,53,King County,033,,,KOMO Plaza East,45743.0,-122.34815288067006,47.619324932166734,building
00417682781,Washington,WA,53,King County,033,,,KOMO Plaza West,20239.0,-122.34859631775392,47.618919759615665,building
00421273622,Nebraska,NE,31,Sarpy County,153,Fidelity,,Fidelity,40714.0,-96.08338762268534,41.16546905416773,building
00424945736,California,CA,06,Los Angeles County,037,Centurylink,,,71500.0,-118.38631267027328,33.91772905166227,building
00424945845,California,CA,06,Los Angeles County,037,Serverfarm LLC.,LAX1,Serverfarm - LAX1,119102.0,-118.38643608724031,33.92174167558056,building
00424945852,California,CA,06,Los Angeles County,037,Digital Realty,LAX4,DRT LAX12,113310.0,-118.38463005026091,33.9156488974591,building
00426586135,Colorado,CO,08,Adams County,001,Google,,Google - Thornton,86059.0,-104.98324467111505,39.922418557554764,building
00428021796,California,CA,06,Los Angeles County,037,,LAX6,DRT LAX10,66979.0,-118.25751427697325,34.04732574551566,building
00428021816,California,CA,06,Los Angeles County,037,,,One Wilshire,43850.0,-118.25554585155656,34.04789230531704,building
00429782814,Florida,FL,12,Alachua County,001,University of Florida,1635,UF Research Computing Center,36370.0,-82.29992999372256,29.672591133291224,building
00435324552,Virginia,VA,51,Loudoun County,107,CyrusOne,NVA1;NVA2;NVA3,"CyrusOne NVA1, NVA2 & NVA3",265601.0,-77.41452291234779,39.02594651093395,building
00435518280,Florida,FL,12,Miami-Dade County,086,,,NAP of the Americas,122625.0,-80.19307541186281,25.782378977030266,building
00435531451,Florida,FL,12,Miami-Dade County,086,,,,15911.0,-80.230033722435,25.79754440402661,building
00435817145,Virginia,VA,51,Loudoun County,107,CyrusOne,NVA5,CyrusOne NVA5,506948.0,-77.43403366059391,39.024327100481464,building
00438077632,Iowa,IA,19,Dallas County,049,Microsoft,,Microsoft,39146.0,-93.82494906980826,41.540615955850996,building
00438078069,Iowa,IA,19,Polk County,153,Meta,,Facebook Altoona Data Center 1,315400.0,-93.51472775765038,41.6642411277008,building
00438078070,Iowa,IA,19,Polk County,153,Meta,,Facebook Altoona Data Center 2,307370.0,-93.50817041153361,41.66553719114288,building
00441502816,California,CA,06,Orange County,059,,,Lumen Technologies,85658.0,-117.80580094927477,33.716777907497594,building
00444683815,Washington,WA,53,Spokane County,063,Lumen Technologies,,Lumen,25399.0,-117.42000258764048,47.654225584825305,building
00447803368,Wisconsin,WI,55,Dane County,025,,,,9176.0,-89.43673598135521,43.06728877873921,building
00450078003,Virginia,VA,51,Culpeper County,047,Equinix,,Equinix CU2,1299936.0,-77.97818714607277,38.454936889103365,campus
00451413811,California,CA,06,Santa Clara County,085,,,,102004.0,-121.88797542273252,37.33363768871057,building
00451491797,New Jersey,NJ,34,Hudson County,017,,,,150951.0,-74.06556019989502,40.78413403768732,building
00451497833,New Jersey,NJ,34,Hudson County,017,Evocative,,Evocative Secaucus,101304.0,-74.06804834898094,40.787550185315126,building
00452116337,New Jersey,NJ,34,Essex County,013,bt,,BT Radianz: 492 River Road,107857.0,-74.13418574563293,40.82145355154189,building
00453969917,Colorado,CO,08,Arapahoe County,005,,,Time Warner Datacenter,33804.0,-104.8603774822199,39.5989600863557,building
00453969923,Colorado,CO,08,Arapahoe County,005,,,Time Warner Datacenter,61435.0,-104.86018232055083,39.59993080115642,building
00455171103,Texas,TX,48,Travis County,453,,AUS3,CyrusOne Austin Data Center III,189921.0,-97.7011142781365,30.206993743520524,building
00459188722,New Jersey,NJ,34,Monmouth County,025,Apollo,,Apollo Cable Landing Station,25904.0,-74.10158204974093,40.15704355065648,building
00459188725,New York,NY,36,Suffolk County,103,,,Cable & Wireless Cable Landing Station,36746.0,-72.88334530997138,40.84365992460773,building
00460050155,Virginia,VA,51,Loudoun County,107,Equinix,DC10,Equinix Ashburn DC10,152397.0,-77.45151283533546,39.02101419483995,building
00460053028,Virginia,VA,51,Loudoun County,107,Amazon Web Services,,Amazon Web Services Datacenter Complex,1088049.0,-77.45106545332197,39.0265748165722,campus
00460053030,Virginia,VA,51,Loudoun County,107,Amazon Web Services,,Amazon Web Services,1022344.0,-77.4586618970949,39.02886985735719,campus
00460056017,Virginia,VA,51,Loudoun County,107,Amazon Web Services,Amazon IAD-61,Amazon IAD-61,152289.0,-77.49198694607598,38.915805125747426,building
00460056018,Virginia,VA,51,Loudoun County,107,,,,709715.0,-77.44219586774605,38.9865020849492,campus
00460056019,Virginia,VA,51,Loudoun County,107,Amazon Web Services,Amazon IAD51,Amazon IAD51,64127.0,-77.43650684069107,38.991413813734994,building
00460056020,Virginia,VA,51,Loudoun County,107,Amazon Web Services,Amazon IAD56,Amazon IAD56,78441.0,-77.43706177436276,38.990567610094665,building
00460056023,Virginia,VA,51,Loudoun County,107,Amazon Web Services,Amazon IAD16,Amazon IAD16,75817.0,-77.44882479290187,38.99069899784283,building
00460056024,Virginia,VA,51,Loudoun County,107,Amazon Web Services,Amazon IAD15,Amazon IAD15,103452.0,-77.44857953268574,38.991692895450356,building
00460059465,Virginia,VA,51,Prince William County,153,Amazon Web Services,IAD14,Amazon IAD14,118192.0,-77.54821678521624,38.78993178096453,building
00460060340,Virginia,VA,51,Prince William County,153,Amazon Web Services,IAD59,Amazon IAD59,127281.0,-77.54844963730864,38.79222600770484,building
00460060341,Virginia,VA,51,Prince William County,153,Amazon Web Services,IAD52,Amazon IAD52,126699.0,-77.54837196346583,38.79106882111887,building
00460067220,Ohio,OH,39,Licking County,089,Amazon Web Services,,Amazon Web Services Datacenter Complex,1106310.0,-82.75171093377944,40.09388273554784,campus
00460067225,Ohio,OH,39,Franklin County,049,Amazon Web Services us-east-2 datacenter,,Amazon AWS: Hilliard Data Center,2578490.0,-83.13425799033122,40.059902191478876,campus
00460070135,Oregon,OR,41,Umatilla County,059,,,,2605.0,-119.26632355,45.91583559984652,building
00460070136,Oregon,OR,41,Umatilla County,059,,,,2608.0,-119.26652739999999,45.915835599846574,building
00460070137,Oregon,OR,41,Umatilla County,059,,,,2605.0,-119.26672585,45.91583559984652,building
00460070138,Oregon,OR,41,Umatilla County,059,,,,2605.0,-119.26711214999999,45.91583559984655,building
00460070139,Oregon,OR,41,Umatilla County,059,,,,2605.0,-119.26731594999998,45.91584309984662,building
00460070140,Oregon,OR,41,Umatilla County,059,,,,2605.0,-119.26751175,45.91583189984655,building
00460070141,Oregon,OR,41,Umatilla County,059,,,,2605.0,-119.26771695000002,45.91583559984655,building
00460070143,Oregon,OR,41,Umatilla County,059,Amazon Web Services,PDX2,Amazon PDX2,133053.0,-119.26777584933069,45.91640356429687,building
00460070144,Oregon,OR,41,Morrow County,049,Amazon Web Services,PDX4,Amazon Web Services us-west-2,127483.0,-119.65276874957645,45.841003193690035,building
00460070145,Oregon,OR,41,Morrow County,049,Amazon Web Services,PDX50/53,Amazon Web Services us-west-2,267452.0,-119.62988821726834,45.85223533738975,building
00460070147,Oregon,OR,41,Morrow County,049,Amazon Web Services,PDX1,Amazon Web Services us-west-2,103260.0,-119.63052370002721,45.850880751269834,building
00460076753,California,CA,06,Santa Clara County,085,Equinix,SV3,Equinix San Jose SV3,109684.0,-121.88842909046676,37.38826955704538,building
00460085343,California,CA,06,San Francisco County,075,Digital Realty,,365 Main Street Data Center,39318.0,-122.39046904827536,37.78873103633594,building
00460089167,North Carolina,NC,37,Rutherford County,161,Meta,FRC,Meta Forest City datacenter,241126.0,-81.82213877550394,35.314231256978196,building
00460089168,North Carolina,NC,37,Rutherford County,161,Meta,FRC,Meta Forest City datacenter,244176.0,-81.82632689449466,35.31737236865609,building
00460159925,California,CA,06,Santa Clara County,085,NTT Limited,,,75249.0,-121.88929689106432,37.40390424000007,building
00460159928,California,CA,06,Santa Clara County,085,Csquare,,Csquare SFO1,83921.0,-121.96982954691394,37.37043804478318,building
00460159955,California,CA,06,Santa Clara County,085,Vantage,,,75686.0,-121.97250520730036,37.371778697164096,building
00460167186,Washington,WA,53,Douglas County,017,Sabey Data Centers,,Intergate Columbia B,192887.0,-120.1874901793035,47.407163625794155,building
00460167187,Washington,WA,53,Douglas County,017,Sabey Data Centers,,Intergate Columbia A,262378.0,-120.18929355566497,47.40871425585381,building
00460167190,Washington,WA,53,Douglas County,017,,,Intergate Columbia,2771098.0,-120.19173054919484,47.40758787947685,campus
00460175664,Virginia,VA,51,Loudoun County,107,,,,35740.0,-77.44818874268246,38.99422739840353,building
00460175666,Virginia,VA,51,Loudoun County,107,Centersquare,IAD4-A,Centersquare IAD4-A,77749.0,-77.45274689712927,39.02173368633118,building
00460175672,Virginia,VA,51,Loudoun County,107,Amazon Web Services,,AWS Building E,153355.0,-77.48561242978808,39.005051586407944,building
00460177088,New Jersey,NJ,34,Passaic County,031,Digital Realty,EWR20,Digital Realty New Jersey EWR20,29614.0,-74.12674913164862,40.82992945585005,building
00460182320,New Jersey,NJ,34,Somerset County,035,CyrusOne,,CyrusOne Somerset,318583.0,-74.54565865822576,40.537986381868514,building
00460182335,New Jersey,NJ,34,Somerset County,035,,,BNY Mellon Somerset,121002.0,-74.5534089707814,40.53601964911133,building
00460182337,New Jersey,NJ,34,Somerset County,035,Digital Realty,,,125668.0,-74.55554039982248,40.537538352599995,building
00460182351,New Jersey,NJ,34,Passaic County,031,Digital Realty,EWR21,Digital Realty New Jersey EWR21,71645.0,-74.12451439724033,40.83058580151704,building
00460212563,California,CA,06,Los Angeles County,037,Centurylink,,,43140.0,-118.34378887471212,34.19986910792885,building
00463571875,Virginia,VA,51,Loudoun County,107,Amazon Web Services,IAD78,Amazon IAD78,147979.0,-77.44952022668694,39.026368042625414,building
00463571876,Virginia,VA,51,Loudoun County,107,Amazon Web Services,IAD79,Amazon IAD79,148678.0,-77.45087034712718,39.026357370464034,building
00464097467,Nevada,NV,32,Washoe County,031,,,,276687.0,-119.54857352752407,39.56710538351869,building
00464371693,California,CA,06,Napa County,055,,,Kaiser Data Center,162791.0,-122.2730981200017,38.254085135435545,building
00465032201,Texas,TX,48,Dallas County,113,Lumen Technologies,,Lumen Dallas - 3180 Irving Blvd.,80859.0,-96.86858877539873,32.806954885472585,building
00465032380,Texas,TX,48,Dallas County,113,Prime,DFW01-01,Prime DFW01-01,88881.0,-96.87839306215342,32.83796688361756,building
00465032484,Texas,TX,48,Dallas County,113,Lumen Technologies,,Lumen Dallas 6,12977.0,-96.88438205812223,32.82799793180718,building
00465032487,Texas,TX,48,Dallas County,113,Digital Realty,DFW36,Digital Realty DFW36,24499.0,-96.87374979541197,32.82754986077816,building
00465032631,Texas,TX,48,Dallas County,113,DataBank,,DataBank Dallas Empire Central Data Center,67717.0,-96.87359763406623,32.82173820429836,building
00465042594,Texas,TX,48,Dallas County,113,TierPoint,,TierPoint Dallas Data Center,71358.0,-96.85735461854576,32.807972677629614,building
00465062052,Virginia,VA,51,Loudoun County,107,Amazon Web Services,IAD87,Amazon IAD87,147390.0,-77.44116774003697,38.99181366629844,building
00465062053,Virginia,VA,51,Loudoun County,107,Amazon Web Services,IAD88,Amazon IAD88,147468.0,-77.44187048800238,38.99096434751658,building
00465530450,Colorado,CO,08,Arapahoe County,005,Verizon,,Verizon,8059.0,-104.87793294999813,39.58924804995954,building
00468707940,Arizona,AZ,04,Maricopa County,013,,,Stream Data Centers PHX-1,413250.0,-112.35998844515763,33.41949068772329,building
00471658485,Texas,TX,48,Dallas County,113,,,Live Oak Data Center,49853.0,-96.79457490220035,32.78371232090692,building
00471691760,Oregon,OR,41,Washington County,067,Flexential,,Flexential Portland - Hillsboro 2,214259.0,-122.91709178475038,45.558285521867774,building
00472761713,New Jersey,NJ,34,Bergen County,003,nyse,,NYSE Data Center,200804.0,-74.15291807503208,41.078302339181775,building
00472954201,California,CA,06,Los Angeles County,037,,,AT&T,17388.0,-118.11402444850229,34.57998399250564,building
00476609221,Colorado,CO,08,El Paso County,041,,600,,42627.0,-104.52196604272531,38.80265970986479,building
00480762078,Oregon,OR,41,Clackamas County,005,,,Juniper,24854.0,-122.76587362101382,45.31873065187943,building
00483286527,Texas,TX,48,Collin County,085,,,,108401.0,-96.6765444557892,33.00929860932998,building
00483307714,Texas,TX,48,Collin County,085,,,Tierpoint Dallas-Allen,30651.0,-96.65737558964423,33.137934223084564,building
00487170215,Texas,TX,48,Harris County,201,DXC Technology,,,352246.0,-95.86367622394388,30.018697853415755,building
00490997243,Virginia,VA,51,Prince William County,153,Amazon Web Services,IAD73,Amazon IAD73,146162.0,-77.55909921912577,38.77797945837826,building
00490997244,Virginia,VA,51,Prince William County,153,Amazon Web Services,IAD74,Amazon IAD74,147480.0,-77.55789122919084,38.777436934620916,building
00491914767,Ohio,OH,39,Cuyahoga County,035,,,H5 Data Center,71439.0,-81.6835984766603,41.50635749142958,building
00492699069,California,CA,06,Orange County,059,TPx Communications,,TPx Colocation Datacenter,37065.0,-117.84410419953558,33.70750645042811,building
00495115494,California,CA,06,Los Angeles County,037,,,,25505.0,-118.2555689501841,34.04791495021397,campus
00497151852,Florida,FL,12,Duval County,031,,,Cologix Jacksonville JAX1,30201.0,-81.66242566977944,30.331429818851134,building
00499403180,Washington,WA,53,Grant County,025,Microsoft,,Microsoft,143439.0,-119.8874068597649,47.23948680981334,building
00499403698,Washington,WA,53,Grant County,025,,,,44446.0,-119.86445275389522,47.238560686211635,building
00499403699,Washington,WA,53,Grant County,025,,,,138534.0,-119.82542905367349,47.24760077002591,building
00500820007,Texas,TX,48,Tarrant County,439,Meta,,Facebook Fort Worth Datacenter,634395.0,-97.25934313221771,32.98378403788744,building
00502927599,Kansas,KS,20,Johnson County,091,,,Data Center Lenexa,44552.0,-94.77028959106379,38.92517007028676,building
00507673418,Texas,TX,48,Denton County,121,,,CITIGROUP TECHNOLOGY INC,242536.0,-97.24529013457189,33.00638147848431,building
00507673437,Texas,TX,48,Tarrant County,439,Quality Technology Services,,QTS Data Center,277996.0,-97.25920173475927,32.98885535912591,building
00509611423,Texas,TX,48,Bexar County,029,Lowe's,,Lowe's Data Center,55066.0,-98.68954665082217,29.472846040284345,building
00509611426,Texas,TX,48,Bexar County,029,CHRISTUS Health,,,48815.0,-98.68620953197289,29.470344479093157,building
00509611429,Texas,TX,48,Bexar County,029,Frost Bank,,,68591.0,-98.68765019924955,29.470223440456333,building
00509611432,Texas,TX,48,Bexar County,029,CyrusOne,,CyrusOne San Antonio I,102327.0,-98.68811007066918,29.46655501468974,building
00509611436,Texas,TX,48,Bexar County,029,Valero,,Valero Wiserman,58304.0,-98.68006447609893,29.474285413407838,building
00509611437,Texas,TX,48,Bexar County,029,,,Stream San Antonio II,71324.0,-98.67173678230641,29.472016548814928,building
00509611438,Texas,TX,48,Bexar County,029,CyrusOne,,CyrusOne San Antonio II,108554.0,-98.67299896081857,29.47084945067936,building
00509611439,Texas,TX,48,Bexar County,029,CyrusOne,,CyrusOne San Antonio III,100537.0,-98.67219273225999,29.47004426742346,building
00516686211,North Carolina,NC,37,Mecklenburg County,119,,,Spectrum Charlotte National Data Center,93604.0,-80.91620847296733,35.142789017171076,building
00517411076,Oregon,OR,41,Crook County,013,,,,377457.0,-120.87012500756974,44.28888249144302,building
00523886201,Florida,FL,12,Hillsborough County,057,Cyxtera,TPA1,Cyxtera Tampa TP1,97332.0,-82.35116156727058,27.94553184264413,building
00526806006,Texas,TX,48,Dallas County,113,Quality Technology Services,DAL10,QTS Irving - Dallas Data Center Campus,306213.0,-96.98278763369082,32.89728320232041,building
00530024353,Illinois,IL,17,DuPage County,043,Centersquare,ORD4,Centersquare Lisle ORD4 Data Center,361205.0,-88.09488558888414,41.80234062646393,building
00530982335,Arizona,AZ,04,Maricopa County,013,,,GoDaddy - Gilbert,91811.0,-111.83930897383503,33.36191382983084,building
00531709017,California,CA,06,San Diego County,073,American Telephone & Telegraph,,AT&T Center,88910.0,-117.15894804229632,32.74757512655355,building
00533842335,Tennessee,TN,47,Davidson County,037,,,,10355.0,-86.76414722152771,36.14048086552297,building
00536784688,Georgia,GA,13,Fulton County,121,,CenturyLink,CenturyLink,23046.0,-84.38373631254974,33.76514415943699,building
00537172525,Wyoming,WY,56,Laramie County,021,,,,62914.0,-104.8980886,41.124032949239215,building
00537172526,Wyoming,WY,56,Laramie County,021,,,,67797.0,-104.8992687499629,41.124036799320784,building
00537172527,Wyoming,WY,56,Laramie County,021,,,,62555.0,-104.89927145,41.12528359932865,building
00537172528,Wyoming,WY,56,Laramie County,021,,,,63264.0,-104.89808331876364,41.12528676311575,building
00537807168,Pennsylvania,PA,42,Allegheny County,003,Expedient,,Expedient Pittsburgh South,27441.0,-80.04253151075422,40.42737727783291,building
00543117031,Arizona,AZ,04,Maricopa County,013,Centersquare,,Centersquare: Phoenix - (PHX1 - Mesa),57992.0,-111.85899423023753,33.421284262350255,building
00543316327,Texas,TX,48,Harris County,201,DXC Technology,,,264173.0,-95.56325379028314,29.99520064778405,building
00543404966,Texas,TX,48,Harris County,201,DXC Technology,,,113970.0,-95.56398536553905,29.997307161324283,building
00544536822,Michigan,MI,26,Eaton County,045,,,Liquid Web,23079.0,-84.64299464110024,42.687951324568324,building
00544596573,Virginia,VA,51,Loudoun County,107,Amazon Web Services,IAD63,Amazon IAD63,143980.0,-77.49325147292357,38.9168847531172,building
00545060574,Michigan,MI,26,Eaton County,045,,,"Liquid Web, Inc",72843.0,-84.66608910001226,42.70539040001097,building
00545396372,Virginia,VA,51,Loudoun County,107,Amazon Web Services,IAD62,Amazon IAD62,149941.0,-77.51987469094145,38.94932164782646,building
00545704217,Georgia,GA,13,Cobb County,067,,,,18558.0,-84.67590752731094,34.0707036329806,building
00545730285,Iowa,IA,19,Polk County,153,Meta,,Altoona Meta Data Center,26568553.0,-93.51143854964342,41.66969372876868,campus
00545895086,South Dakota,SD,46,Minnehaha County,099,,,ADP South Dakota,243125.0,-96.79470699634727,43.59991456599551,building
00547156394,Ohio,OH,39,Franklin County,049,,,TJX Corporate Techno,102681.0,-82.81062585456809,40.10386011394031,building
00547156405,Ohio,OH,39,Franklin County,049,,,Compugen New Albany,44250.0,-82.80494540049781,40.104550038254644,building
00547277699,Ohio,OH,39,Franklin County,049,,,Compugen New Albany,32222.0,-82.80893932428502,40.10367720079985,building
00548184239,Texas,TX,48,Collin County,085,Flexential,,Flexential Dallas - Richardson,68520.0,-96.7525015956488,32.99481331799373,building
00549418041,Texas,TX,48,Collin County,085,,,Experian McKinney Data Center,76624.0,-96.72550500041572,33.17179580069162,building
00551387747,Ohio,OH,39,Franklin County,049,,,,56266.0,-83.00256546104873,40.115717015784234,building
00553223628,California,CA,06,Santa Clara County,085,Stack Infrastructure,,Stack Infrastructure,78105.0,-121.89338203369857,37.40255873642884,building
00553223629,California,CA,06,Santa Clara County,085,Stack Infrastructure,,Stack Infrastructure,107993.0,-121.89238428102912,37.402212525793644,building
00553884511,Missouri,MO,29,Boone County,019,,,Carfax,39487.0,-92.28862384290709,38.9235119701765,building
00556564909,Iowa,IA,19,Polk County,153,Meta,,Facebook Altoona Data Center 3,377755.0,-93.50646556541807,41.667071422446156,building
00556599693,Virginia,VA,51,Loudoun County,107,Amazon Web Services,IAD71,Amazon IAD71,121176.0,-77.4575028799799,39.02790807231044,building
00556599694,Virginia,VA,51,Loudoun County,107,Amazon Web Services,IAD50,Amazon IAD50,202194.0,-77.45968288935686,39.02956976120693,building
00556599695,Virginia,VA,51,Loudoun County,107,Amazon Web Services,IAD60,Amazon IAD60,110965.0,-77.4582461041282,39.02877370248201,building
00562775657,Ohio,OH,39,Licking County,089,Amazon Web Services,CMH50,Amazon Web Services  CMH50,161683.0,-82.75133937578003,40.09462975659448,building
00567575425,Arizona,AZ,04,Maricopa County,013,,,,1263277.0,-111.60413892780115,33.34702102097167,building
00567575428,Arizona,AZ,04,Maricopa County,013,Apple,,Apple Mesa Data Center,3983906.0,-111.60431805940925,33.34679827603292,campus
00570397131,Texas,TX,48,Travis County,453,,,Thin-nology,9209.0,-97.59160304354108,30.421141229242764,building
00571010571,Connecticut,CT,09,Western Connecticut Planning Region,190,CyrusOne,,CyrusOne Norwalk,77778.0,-73.38864944847491,41.11309235035119,building
00577628941,Texas,TX,48,Travis County,453,,,Data Foundry - Texas 2,104857.0,-97.71307641626001,30.19958813781982,building
00578412815,New Mexico,NM,35,Valencia County,061,Meta,,Meta Los Lunas Data Center,21836553.0,-106.77989614196927,34.8302282334924,campus
00578435601,Georgia,GA,13,Douglas County,097,Google,,Google Datacenter - Douglas County,2608502.0,-84.58522343651347,33.7505902365265,campus
00578438011,Iowa,IA,19,Pottawattamie County,155,Google,,Google,2304742.0,-95.86449775401766,41.22165804807755,campus
00578443547,Illinois,IL,17,Cook County,031,Microsoft,,Microsoft - Azure Datacenter,306766.0,-87.91824122484651,41.923005619536646,building
00581234765,Kansas,KS,20,Ellis County,051,,,Cloud Storage Corp,11561.0,-99.30018745000542,38.87213220021316,building
00585998677,Nevada,NV,32,Clark County,003,Switch,,Switch Las Vegas 8,264412.0,-115.21425795862818,36.057833939238215,building
00585998678,Nevada,NV,32,Clark County,003,Switch,,Switch Las Vegas 9,286176.0,-115.21962787172575,36.055707545706994,building
00587103676,Texas,TX,48,Harris County,201,,,,98195.0,-95.57078462369283,29.82150611372374,building
00589070714,New Hampshire,NH,33,Rockingham County,015,Phillips Exeter Academy,,Information Technology Data Center,7733.0,-70.9505927450425,42.982091089771785,building
00589360530,Washington,WA,53,Snohomish County,061,,,Digital Fortress Lynnwood,24944.0,-122.28956096659816,47.822425185435094,building
00590213770,Texas,TX,48,Collin County,085,,,,33064.0,-96.65592593395881,33.13780536915544,building
00590213771,Texas,TX,48,Collin County,085,CyrusOne,,CyrusOne Allen,271378.0,-96.65995157388973,33.13852055876386,building
00592171280,Oregon,OR,41,Morrow County,049,Amazon Web Services,PDX52,Amazon Web Services us-west-2,151857.0,-119.65497937870387,45.8404435353901,building
00592257327,Oregon,OR,41,Umatilla County,059,Amazon Web Services,PDX51/54,Amazon PDX51/54,260806.0,-119.26773387516516,45.91744776004561,building
00596690174,Virginia,VA,51,Loudoun County,107,Amazon Web Services,IAD80,Amazon IAD80,150443.0,-77.4528288502262,39.027108657277445,building
00596690175,Virginia,VA,51,Loudoun County,107,Equinix,DC12,Equinix Ashburn DC12,96380.0,-77.44975813852024,39.023006641544804,building
00597835788,Texas,TX,48,Collin County,085,Stream,DFW IV,Stream DFW IV,19684.0,-96.66164643777843,33.000144175089304,building
00597876719,Texas,TX,48,Dallas County,113,Rackspace,DFW3,Rackspace Richardson DFW3,112950.0,-96.71587662115734,32.96478869284149,building
00597876721,Texas,TX,48,Dallas County,113,Digital Realty,DFW17,Digital Realty Dallas DFW17,83615.0,-96.71321200734354,32.966281179214505,building
00597876722,Texas,TX,48,Dallas County,113,Digital Realty,DFW29,Digital Realty Dallas DFW29,122436.0,-96.71054642217494,32.96723267704503,building
00597876723,Texas,TX,48,Dallas County,113,,,,62460.0,-96.71119611224063,32.96625357197764,building
00597876724,Texas,TX,48,Dallas County,113,Digital Realty,DFW28,Digital Realty Dallas DFW28,122015.0,-96.7133081589403,32.96724066068804,building
00597876726,Texas,TX,48,Dallas County,113,Digital Realty,DFW35,Digital Realty Dallas DFW35,116539.0,-96.71029113488274,32.96504621467304,building
00597876730,Texas,TX,48,Dallas County,113,Digital Realty,DFW18,Digital Realty Dallas DFW18,222335.0,-96.71260861653485,32.96520380450456,building
00597876798,Texas,TX,48,Dallas County,113,Digital Realty,DFW16,Digital Realty Dallas DFW16,109470.0,-96.71558720321119,32.96607650613046,building
00597970806,Virginia,VA,51,Loudoun County,107,Digital Realty,IAD36,Digital Realty Northern Virginia IAD36,112516.0,-77.47934369722755,39.00155183162294,building
00597970809,Virginia,VA,51,Loudoun County,107,Digital Realty,IAD35,Digital Realty Northern Virginia IAD35,206225.0,-77.48059544638194,39.00051142251577,building
00597970811,Virginia,VA,51,Loudoun County,107,Digital Realty,IAD37,Digital Realty Northern Virginia IAD37,144298.0,-77.47806996501424,39.00000986435985,building
00597970813,Virginia,VA,51,Loudoun County,107,Digital Realty,IAD38,Digital Realty Northern Virginia IAD38,114543.0,-77.47718416154996,39.00110985023303,building
00598261190,Kansas,KS,20,Johnson County,091,,,State Farm Data Center,198601.0,-94.86768784080611,38.94011284438559,building
00598263496,Kansas,KS,20,Johnson County,091,,,U.S. Bank National Data Process Center,162098.0,-94.8644712263048,38.93564309846072,building
00600806974,California,CA,06,Santa Clara County,085,Equinix,SV10,Equinix SV10,86340.0,-121.78476265158875,37.241198528847725,building
00607483487,New Jersey,NJ,34,Gloucester County,015,,,,41058.0,-75.19532326682351,39.83093011411571,building
00607753694,Nebraska,NE,31,Douglas County,055,Verizon Wireless,,,38873.0,-96.14761886051996,41.22040844920032,building
00609126465,Florida,FL,12,Orange County,095,,,,107548.0,-81.39343863284896,28.61746822748528,building
00610827836,South Carolina,SC,45,Berkeley County,015,Google,,Google,146623.0,-80.04145344691864,33.064272175156404,building
00610845529,Maryland,MD,24,Anne Arundel County,003,,,TierPoint Baltimore BWI,33372.0,-76.6828450662765,39.213451704107996,building
00610977485,Virginia,VA,51,Loudoun County,107,NTT,VA2,NTT Ashburn VA2 Data Center,74197.0,-77.45763923535499,39.025010324380084,building
00611308188,Utah,UT,49,Uintah County,047,,,Strata Networks,12971.0,-109.52899881097022,40.456593451731784,building
00612045611,New Jersey,NJ,34,Somerset County,035,,,Goldman Sachs,276729.0,-74.67032960036524,40.570372202161614,building
00615593145,Georgia,GA,13,Fulton County,121,,,Mapletree Industrial,116842.0,-84.23739137243545,34.09658361289754,building
00617194689,Nevada,NV,32,Clark County,003,Switch,,Switch Las Vegas 11,230261.0,-115.21413677748545,36.05588519591084,building
00617511179,Missouri,MO,29,St. Louis city,510,Washington University in St. Louis,,Genome Data Center,24519.0,-90.25539338967405,38.63656882805553,building
00618339179,New Jersey,NJ,34,Somerset County,035,,,365 Bridgewater NJ,28468.0,-74.57387794234592,40.58147446747312,building
00626226408,South Carolina,SC,45,Berkeley County,015,Google,,Google Berkeley County Data Center,8310940.0,-80.04215854242156,33.06378014460109,campus
00626281456,Alabama,AL,01,Houston County,069,AngelTrax Mobile Video Surveillance Solutions,,AngelTrax Data Center,10736.0,-85.45584883805839,31.231904196338384,building
00626785488,New Mexico,NM,35,Valencia County,061,Meta,3,Meta,654433.0,-106.78382909936067,34.830246608460115,building
00633034071,Oregon,OR,41,Morrow County,049,Amazon Web Services,PDX58/61,Amazon Web Services us-west-2,284033.0,-119.65793309033623,45.841413570882,building
00634635617,Washington,WA,53,Pierce County,053,,,Centeris SH2 Build-to-Suit,93539.0,-122.27986153681454,47.15884380411734,building
00634638463,Washington,WA,53,Pierce County,053,,,Centeris SH1 Colocation,115786.0,-122.27930643656472,47.16085522590024,building
00635022480,Georgia,GA,13,Fulton County,121,Ascent,,Ascent - Atlanta Data Center,595317.0,-84.27302456443608,34.05713671179483,campus
00639176155,Texas,TX,48,Bexar County,029,Microsoft,,Microsoft TRP2,169781.0,-98.80398520347534,29.41195432542485,building
00639176157,Texas,TX,48,Bexar County,029,Microsoft,,Microsoft TRP1,177468.0,-98.80273022506277,29.41201232003809,building
00640148472,Washington,WA,53,Grant County,025,CyrusOne,,CyrusOne Quincy,1779563.0,-119.86960399091235,47.243696120678365,campus
