gbifID	type	format	identifier	references	title	description	source	audience	created	creator	contributor	publisher	license	rightsHolder
5063661529	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/467178920/original.jpg	https://www.inaturalist.org/photos/467178920					2025-01-31T14:25:28Z	Anne		iNaturalist	http://creativecommons.org/publicdomain/zero/1.0/	Anne
5063661241	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/467445274/original.jpeg	https://www.inaturalist.org/photos/467445274					2025-02-01T21:19:17Z	eagale		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	eagale
5063660462	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/467179183/original.jpg	https://www.inaturalist.org/photos/467179183					2025-01-31T14:20:10Z	Anne		iNaturalist	http://creativecommons.org/publicdomain/zero/1.0/	Anne
5063660391	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/467154777/original.jpg	https://www.inaturalist.org/photos/467154777					2025-01-31T15:24:20Z	ecstutts		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	ecstutts
5063658486	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/467179564/original.jpg	https://www.inaturalist.org/photos/467179564					2025-01-31T14:13:42Z	Anne		iNaturalist	http://creativecommons.org/publicdomain/zero/1.0/	Anne
5063657870	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/466885097/original.jpg	https://www.inaturalist.org/photos/466885097					2025-01-27T15:10:31Z	karenfecht		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	karenfecht
5063657514	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/466763896/original.jpg	https://www.inaturalist.org/photos/466763896					2025-01-29T14:23:06Z	Allen Hurlbert		iNaturalist	http://creativecommons.org/publicdomain/zero/1.0/	Allen Hurlbert
5063655655	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/467222487/original.jpg	https://www.inaturalist.org/photos/467222487					2025-01-31T22:05:39Z	zain550		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	zain550
5063650591	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/467160865/original.jpeg	https://www.inaturalist.org/photos/467160865					2025-01-31T17:44:00Z	eagale		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	eagale
5063648827	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/467222521/original.jpg	https://www.inaturalist.org/photos/467222521					2025-01-31T22:05:10Z	sanchezt		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	sanchezt
5063647609	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/467178996/original.jpg	https://www.inaturalist.org/photos/467178996					2025-01-31T14:20:37Z	Anne		iNaturalist	http://creativecommons.org/publicdomain/zero/1.0/	Anne
5063645816	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/467217193/original.jpg	https://www.inaturalist.org/photos/467217193					2025-01-31T21:33:43Z	abigail_makarov		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	abigail_makarov
5063645196	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/466965182/original.jpeg	https://www.inaturalist.org/photos/466965182					2025-01-30T17:17:04Z	eagale		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	eagale
5063643758	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/466848790/original.jpg	https://www.inaturalist.org/photos/466848790					2025-01-28T14:44:52Z	sethsam		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	sethsam
5063643523	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/466994919/original.jpg	https://www.inaturalist.org/photos/466994919					2025-01-28T17:24:06Z	apinnell		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	apinnell
5063643201	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/467043369/original.jpeg	https://www.inaturalist.org/photos/467043369					2025-01-31T01:34:59Z	eagale		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	eagale
5063641819	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/466951623/original.jpg	https://www.inaturalist.org/photos/466951623					2025-01-27T16:59:20Z	adam_ledge		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	adam_ledge
5063641638	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/466889092/original.jpg	https://www.inaturalist.org/photos/466889092					2025-01-29T13:56:37Z	gcstraley		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	gcstraley
5063640030	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/466963745/original.jpeg	https://www.inaturalist.org/photos/466963745					2025-01-30T18:47:47Z	Dale A Morgan		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Dale A Morgan
5063640030	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/466963760/original.jpeg	https://www.inaturalist.org/photos/466963760					2025-01-30T15:47:37Z	Dale A Morgan		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Dale A Morgan
5063636553	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/466782538/original.jpeg	https://www.inaturalist.org/photos/466782538					2025-01-28T11:15:37Z	tracysfeldman		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	tracysfeldman
5063636553	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/466782546/original.jpeg	https://www.inaturalist.org/photos/466782546					2025-01-28T11:16:00Z	tracysfeldman		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	tracysfeldman
5063636553	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/466782542/original.jpeg	https://www.inaturalist.org/photos/466782542					2025-01-28T11:16:03Z	tracysfeldman		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	tracysfeldman
5063636080	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/466995227/original.jpeg	https://www.inaturalist.org/photos/466995227					2025-01-30T21:44:33Z	eagale		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	eagale
5063635512	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/466792242/original.jpg	https://www.inaturalist.org/photos/466792242					2025-01-29T17:34:13Z	kels		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	kels
5063635512	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/466793783/original.jpg	https://www.inaturalist.org/photos/466793783					2025-01-29T17:34:13Z	kels		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	kels
5063634893	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/466975077/original.jpeg	https://www.inaturalist.org/photos/466975077					2025-01-29T11:18:35Z	char505		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	char505
5063634218	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/467396125/original.jpg	https://www.inaturalist.org/photos/467396125					2025-02-01T17:07:09Z	lanilfarley		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	lanilfarley
5063631438	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/466720319/original.jpeg	https://www.inaturalist.org/photos/466720319					2025-01-25T23:26:55Z	wake_nc		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	wake_nc
5063628802	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/466995059/original.jpeg	https://www.inaturalist.org/photos/466995059					2025-01-30T21:43:28Z	eagale		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	eagale
5063619160	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/467396183/original.jpg	https://www.inaturalist.org/photos/467396183					2025-02-01T16:57:24Z	lanilfarley		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	lanilfarley
5063618778	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/467241909/original.jpeg	https://www.inaturalist.org/photos/467241909					2025-02-01T00:32:36Z	eagale		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	eagale
5063618581	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/467180165/original.jpeg	https://www.inaturalist.org/photos/467180165					2025-01-31T20:41:13Z	hdittus14		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	hdittus14
5063618158	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/466965316/original.jpeg	https://www.inaturalist.org/photos/466965316					2025-01-30T18:42:23Z	eagale		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	eagale
5063616358	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/467160827/original.jpeg	https://www.inaturalist.org/photos/467160827					2025-01-31T17:43:33Z	eagale		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	eagale
5063616227	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/467013305/original.jpg	https://www.inaturalist.org/photos/467013305					2025-01-30T20:46:51Z	wendywu1305		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	wendywu1305
5063616227	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/467013322/original.jpg	https://www.inaturalist.org/photos/467013322					2025-01-30T20:46:51Z	wendywu1305		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	wendywu1305
5063615038	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/466989048/original.jpg	https://www.inaturalist.org/photos/466989048					2025-01-30T18:24:08Z	elutionary		iNaturalist	http://creativecommons.org/licenses/by/4.0/	elutionary
5063615038	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/466989377/original.jpg	https://www.inaturalist.org/photos/466989377					2025-01-30T18:24:08Z	elutionary		iNaturalist	http://creativecommons.org/licenses/by/4.0/	elutionary
5063614978	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/466966234/original.jpg	https://www.inaturalist.org/photos/466966234					2025-01-30T18:40:55Z	ice_cube79		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	ice_cube79
5063614978	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/466966225/original.jpg	https://www.inaturalist.org/photos/466966225					2025-01-30T18:40:55Z	ice_cube79		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	ice_cube79
5063614922	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/466944385/original.jpg	https://www.inaturalist.org/photos/466944385					2025-01-30T16:08:17Z	Kevin Anderson		iNaturalist	http://creativecommons.org/licenses/by/4.0/	Kevin Anderson
5063614446	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/466763427/original.jpg	https://www.inaturalist.org/photos/466763427					2025-01-29T14:19:39Z	urbanecolog72		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	urbanecolog72
5063608452	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/466816458/original.jpeg	https://www.inaturalist.org/photos/466816458					2025-01-29T17:52:37Z	eagale		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	eagale
5063607108	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/466995144/original.jpeg	https://www.inaturalist.org/photos/466995144					2025-01-30T21:44:15Z	eagale		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	eagale
5063606605	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/466819880/original.jpg	https://www.inaturalist.org/photos/466819880					2025-01-29T20:13:47Z	ethannnoel		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	ethannnoel
5063605867	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/466994872/original.jpeg	https://www.inaturalist.org/photos/466994872					2025-01-30T21:43:18Z	eagale		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	eagale
5063605806	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/466975520/original.jpeg	https://www.inaturalist.org/photos/466975520					2025-01-29T11:25:03Z	char505		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	char505
5063605062	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/466950994/original.jpg	https://www.inaturalist.org/photos/466950994					2025-01-30T14:03:01Z	braymann		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	braymann
5063605062	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/466951008/original.jpg	https://www.inaturalist.org/photos/466951008					2025-01-30T14:03:01Z	braymann		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	braymann
5063604001	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/466966184/original.jpg	https://www.inaturalist.org/photos/466966184					2025-01-30T18:32:31Z	ice_cube79		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	ice_cube79
5063604001	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/466966180/original.jpg	https://www.inaturalist.org/photos/466966180					2025-01-30T18:32:33Z	ice_cube79		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	ice_cube79
5063604001	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/466966166/original.jpg	https://www.inaturalist.org/photos/466966166					2025-01-30T18:32:29Z	ice_cube79		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	ice_cube79
5063604001	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/466966188/original.jpg	https://www.inaturalist.org/photos/466966188					2025-01-30T18:33:47Z	ice_cube79		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	ice_cube79
5063604001	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/466966198/original.jpg	https://www.inaturalist.org/photos/466966198					2025-01-30T18:33:48Z	ice_cube79		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	ice_cube79
5063604001	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/466966201/original.jpg	https://www.inaturalist.org/photos/466966201					2025-01-30T18:33:49Z	ice_cube79		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	ice_cube79
5063602945	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/466966176/original.jpg	https://www.inaturalist.org/photos/466966176					2025-01-30T18:32:47Z	ice_cube79		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	ice_cube79
5063602942	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/466965526/original.jpeg	https://www.inaturalist.org/photos/466965526					2025-01-30T18:45:41Z	eagale		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	eagale
5063602941	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/466965264/original.jpeg	https://www.inaturalist.org/photos/466965264					2025-01-30T18:39:33Z	eagale		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	eagale
5063601079	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/466994181/original.jpg	https://www.inaturalist.org/photos/466994181					2025-01-30T15:47:51Z	Savannah Carter		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Savannah Carter
5063600081	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/466985412/original.jpg	https://www.inaturalist.org/photos/466985412					2025-01-30T20:38:39Z	Kevin Anderson		iNaturalist	http://creativecommons.org/licenses/by/4.0/	Kevin Anderson
5063600081	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/466985401/original.jpg	https://www.inaturalist.org/photos/466985401					2025-01-30T20:38:48Z	Kevin Anderson		iNaturalist	http://creativecommons.org/licenses/by/4.0/	Kevin Anderson
5063600081	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/466985420/original.jpg	https://www.inaturalist.org/photos/466985420					2025-01-30T20:40:08Z	Kevin Anderson		iNaturalist	http://creativecommons.org/licenses/by/4.0/	Kevin Anderson
5063600081	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/466985423/original.jpg	https://www.inaturalist.org/photos/466985423					2025-01-30T20:40:36Z	Kevin Anderson		iNaturalist	http://creativecommons.org/licenses/by/4.0/	Kevin Anderson
5063599617	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/466816373/original.jpeg	https://www.inaturalist.org/photos/466816373					2025-01-29T17:49:10Z	eagale		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	eagale
5063597397	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/466793574/original.jpg	https://www.inaturalist.org/photos/466793574					2025-01-16T21:12:10Z	kels		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	kels
5063597314	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/466763221/original.jpg	https://www.inaturalist.org/photos/466763221					2025-01-29T14:18:04Z	urbanecolog72		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	urbanecolog72
5063596600	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/466793834/original.jpg	https://www.inaturalist.org/photos/466793834					2024-10-18T21:35:46Z	kels		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	kels
5063594916	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/466966241/original.jpg	https://www.inaturalist.org/photos/466966241					2025-01-30T18:41:50Z	ice_cube79		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	ice_cube79
5063594659	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/466873851/original.jpg	https://www.inaturalist.org/photos/466873851					2025-01-29T20:55:24Z	jbcoffey23		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	jbcoffey23
5063593990	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/466990101/original.jpg	https://www.inaturalist.org/photos/466990101					2025-01-28T22:23:16Z	fyy2025		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	fyy2025
5063593931	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/466966575/original.jpeg	https://www.inaturalist.org/photos/466966575					2025-01-30T18:50:34Z	eagale		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	eagale
5063593930	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/466966221/original.jpg	https://www.inaturalist.org/photos/466966221					2025-01-30T18:38:02Z	ice_cube79		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	ice_cube79
5063593878	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/466944388/original.jpg	https://www.inaturalist.org/photos/466944388					2025-01-30T16:02:33Z	Kevin Anderson		iNaturalist	http://creativecommons.org/licenses/by/4.0/	Kevin Anderson
5063593559	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/466837304/original.jpg	https://www.inaturalist.org/photos/466837304					2025-01-26T22:05:54Z	emmyvidarte		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	emmyvidarte
5063591045	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/466975186/original.jpeg	https://www.inaturalist.org/photos/466975186					2025-01-29T12:05:05Z	char505		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	char505
5063590491	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/466769996/original.jpeg	https://www.inaturalist.org/photos/466769996					2025-01-29T15:09:37Z	mguelito		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	mguelito
5063588089	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/466966167/original.jpg	https://www.inaturalist.org/photos/466966167					2025-01-30T18:31:34Z	ice_cube79		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	ice_cube79
5063588089	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/466966143/original.jpg	https://www.inaturalist.org/photos/466966143					2025-01-30T18:31:37Z	ice_cube79		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	ice_cube79
5063587164	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/467056764/original.jpg	https://www.inaturalist.org/photos/467056764					2025-01-31T00:08:57Z	cruzm3		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	cruzm3
5063585878	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/466966217/original.jpg	https://www.inaturalist.org/photos/466966217					2025-01-30T18:34:44Z	ice_cube79		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	ice_cube79
5063584215	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/466952093/original.jpg	https://www.inaturalist.org/photos/466952093					2025-01-30T16:30:46Z	Kevin Anderson		iNaturalist	http://creativecommons.org/licenses/by/4.0/	Kevin Anderson
5063584215	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/466952092/original.jpg	https://www.inaturalist.org/photos/466952092					2025-01-30T16:30:48Z	Kevin Anderson		iNaturalist	http://creativecommons.org/licenses/by/4.0/	Kevin Anderson
5063581837	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/466527407/original.jpeg	https://www.inaturalist.org/photos/466527407					2025-01-20T21:30:47Z	durham_nc		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	durham_nc
5063581466	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/466393161/original.jpg	https://www.inaturalist.org/photos/466393161					2025-01-27T17:06:38Z	Allen Hurlbert		iNaturalist	http://creativecommons.org/publicdomain/zero/1.0/	Allen Hurlbert
5063580107	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/466980239/original.jpg	https://www.inaturalist.org/photos/466980239					2025-01-30T16:29:45Z	hanantharaman		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	hanantharaman
5063580060	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/466966205/original.jpg	https://www.inaturalist.org/photos/466966205					2025-01-30T18:34:44Z	ice_cube79		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	ice_cube79
5063579634	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/466816693/original.jpg	https://www.inaturalist.org/photos/466816693					2025-01-24T22:14:34Z	hana_nakhle		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	hana_nakhle
5063578435	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/466763560/original.jpg	https://www.inaturalist.org/photos/466763560					2025-01-29T14:21:03Z	urbanecolog72		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	urbanecolog72
5063576394	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/466698158/original.jpg	https://www.inaturalist.org/photos/466698158					2025-01-28T15:24:47Z	clarisseywang		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	clarisseywang
5063575263	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/466624164/original.jpg	https://www.inaturalist.org/photos/466624164					2025-01-28T13:06:41Z	Anne		iNaturalist	http://creativecommons.org/publicdomain/zero/1.0/	Anne
5063573285	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/466763649/original.jpg	https://www.inaturalist.org/photos/466763649					2025-01-29T14:21:30Z	urbanecolog72		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	urbanecolog72
5063572330	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/466421838/original.jpg	https://www.inaturalist.org/photos/466421838					2025-01-27T18:19:20Z	yuguotan		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	yuguotan
5063571384	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/466363452/original.jpeg	https://www.inaturalist.org/photos/466363452					2025-01-22T23:13:07Z	katieferret		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	katieferret
5063571384	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/466363467/original.jpeg	https://www.inaturalist.org/photos/466363467					2025-01-22T21:52:52Z	katieferret		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	katieferret
5063570635	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/466837709/original.jpg	https://www.inaturalist.org/photos/466837709					2025-01-22T20:58:09Z	ellasim2319		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	ellasim2319
5063570431	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/466763493/original.jpg	https://www.inaturalist.org/photos/466763493					2025-01-29T14:20:31Z	urbanecolog72		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	urbanecolog72
5063570028	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/466639904/original.jpg	https://www.inaturalist.org/photos/466639904					2025-01-28T23:50:37Z	Kevin Anderson		iNaturalist	http://creativecommons.org/licenses/by/4.0/	Kevin Anderson
5063569534	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/466450721/original.jpg	https://www.inaturalist.org/photos/466450721					2025-01-27T15:46:48Z	Kevin Anderson		iNaturalist	http://creativecommons.org/licenses/by/4.0/	Kevin Anderson
5063569534	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/466450723/original.jpg	https://www.inaturalist.org/photos/466450723					2025-01-27T15:50:46Z	Kevin Anderson		iNaturalist	http://creativecommons.org/licenses/by/4.0/	Kevin Anderson
5063569534	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/466450719/original.jpg	https://www.inaturalist.org/photos/466450719					2025-01-27T15:50:08Z	Kevin Anderson		iNaturalist	http://creativecommons.org/licenses/by/4.0/	Kevin Anderson
5063569144	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/466636513/original.jpeg	https://www.inaturalist.org/photos/466636513					2025-01-29T00:37:49Z	caseyhok		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	caseyhok
5063569144	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/466636525/original.jpeg	https://www.inaturalist.org/photos/466636525					2025-01-29T00:37:02Z	caseyhok		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	caseyhok
5063569144	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/466636547/original.jpeg	https://www.inaturalist.org/photos/466636547					2025-01-29T00:37:37Z	caseyhok		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	caseyhok
5063567079	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/466624034/original.jpg	https://www.inaturalist.org/photos/466624034					2025-01-28T13:09:18Z	Anne		iNaturalist	http://creativecommons.org/publicdomain/zero/1.0/	Anne
5063566087	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/466985397/original.jpg	https://www.inaturalist.org/photos/466985397					2025-01-30T20:36:36Z	Kevin Anderson		iNaturalist	http://creativecommons.org/licenses/by/4.0/	Kevin Anderson
5063564904	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/466613690/original.jpg	https://www.inaturalist.org/photos/466613690					2025-01-28T21:40:02Z	emmalau05		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	emmalau05
